artist,song,duration_ms,explicit,year,popularity,valence,tempo,genre,genre_Folk/Acoustic,genre_R&B,genre_World/Traditional,genre_blues,genre_classical,genre_country,genre_easy listening,genre_hip hop,genre_jazz,genre_latin,genre_metal,genre_pop,genre_rock,genre_set(),genre_ordinal
Audioslave,Like a Stone,293960,False,2002,75,0.516,107.849,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Audioslave,Like a Stone,293960,False,2002,75,0.516,107.849,metal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14
Sean Paul,Like Glue,232506,False,2002,61,0.59,97.917,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Sean Paul,Like Glue,232506,False,2002,61,0.59,97.917,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Jaheim,Put That Woman First,245773,True,2002,55,0.513,78.935,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Jaheim,Put That Woman First,245773,True,2002,55,0.513,78.935,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Jennifer Lopez,All I Have (feat. LL Cool J),254466,False,2002,60,0.446,83.066,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Jennifer Lopez,All I Have (feat. LL Cool J),254466,False,2002,60,0.446,83.066,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Jennifer Lopez,All I Have (feat. LL Cool J),254466,False,2002,60,0.446,83.066,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Monica,So Gone,242773,False,2003,64,0.586,81.975,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Monica,So Gone,242773,False,2003,64,0.586,81.975,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Dido,White Flag,240040,False,2003,44,0.294,169.951,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
The Roots,The Seed (2.0),267933,True,2002,63,0.966,111.121,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Chingy,Holidae In,314400,True,2003,61,0.948,153.067,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Chingy,Holidae In,314400,True,2003,61,0.948,153.067,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Chingy,Holidae In,314400,True,2003,61,0.948,153.067,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,True,2003,61,0.811,192.082,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,True,2003,61,0.811,192.082,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,True,2003,61,0.811,192.082,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Kelly Clarkson,Miss Independent,214773,False,2003,47,0.592,175.943,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kelly Clarkson,Miss Independent,214773,False,2003,47,0.592,175.943,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Ja Rule,Mesmerize,278693,True,2002,61,0.433,90.079,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Ja Rule,Mesmerize,278693,True,2002,61,0.433,90.079,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Ja Rule,Mesmerize,278693,True,2002,61,0.433,90.079,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Matchbox Twenty,Unwell,228706,False,2002,63,0.429,80.718,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Matchbox Twenty,Unwell,228706,False,2002,63,0.429,80.718,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Outkast,The Way You Move (feat. Sleepy Brown),234000,True,2003,66,0.635,125.999,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Outkast,The Way You Move (feat. Sleepy Brown),234000,True,2003,66,0.635,125.999,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Fabolous,Into You (feat. Tamia),295773,True,2003,67,0.58,182.12,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Fabolous,Into You (feat. Tamia),295773,True,2003,67,0.58,182.12,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Fabolous,Into You (feat. Tamia),295773,True,2003,67,0.58,182.12,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Switchfoot,Meant to Live,201373,False,2003,61,0.556,151.551,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Switchfoot,Meant to Live,201373,False,2003,61,0.556,151.551,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Good Charlotte,Lifestyles of the Rich & Famous,190173,False,2002,68,0.609,106.22,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Good Charlotte,Lifestyles of the Rich & Famous,190173,False,2002,68,0.609,106.22,metal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14
Wayne Wonder,No Letting Go,202013,False,2003,63,0.317,100.215,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Wayne Wonder,No Letting Go,202013,False,2003,63,0.317,100.215,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
The Strokes,Reptilia,219826,False,2003,74,0.77,158.009,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Avril Lavigne,I'm with You,223066,False,2002,70,0.208,151.95,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Will Young,Leave Right Now,214733,False,2003,55,0.383,81.931,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Usher,Yeah! (feat. Lil Jon & Ludacris),250373,False,2004,81,0.583,105.018,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Usher,Yeah! (feat. Lil Jon & Ludacris),250373,False,2004,81,0.583,105.018,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Usher,Yeah! (feat. Lil Jon & Ludacris),250373,False,2004,81,0.583,105.018,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Maroon 5,This Love,206200,False,2002,77,0.809,95.051,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Britney Spears,Toxic,198800,False,2003,81,0.924,143.04,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Outkast,Hey Ya!,235213,False,2003,80,0.965,79.526,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Outkast,Hey Ya!,235213,False,2003,80,0.965,79.526,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Hoobastank,The Reason,232800,False,2003,79,0.0681,82.952,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Hoobastank,The Reason,232800,False,2003,79,0.0681,82.952,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Hoobastank,The Reason,232800,False,2003,79,0.0681,82.952,metal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14
Anastacia,Left Outside Alone,257426,False,2004,65,0.325,102.847,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Daddy Yankee,Gasolina,192600,False,2004,11,0.753,96.009,latin,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7
Black Eyed Peas,Let's Get It Started - Spike Mix,217733,False,2004,53,0.797,104.923,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Black Eyed Peas,Let's Get It Started - Spike Mix,217733,False,2004,53,0.797,104.923,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
O-Zone,Dragostea Din Tei,215431,False,2004,56,0.672,130.103,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Terror Squad,Lean Back,247426,True,2004,67,0.695,95.321,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Anastacia,Sick and Tired,212266,False,1999,56,0.47,99.848,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Gwen Stefani,What You Waiting For?,221226,False,2004,60,0.731,136.027,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Gwen Stefani,What You Waiting For?,221226,False,2004,60,0.731,136.027,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Ashanti,Only U - No Intro,186306,False,2004,56,0.278,94.547,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Ashanti,Only U - No Intro,186306,False,2004,56,0.278,94.547,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Ashanti,Only U - No Intro,186306,False,2004,56,0.278,94.547,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
The Rasmus,In the Shadows,257920,False,2003,68,0.75,105.991,metal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14
Houston,I Like That,236520,False,2004,59,0.385,106.997,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Houston,I Like That,236520,False,2004,59,0.385,106.997,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Beyoncé,Naughty Girl,208600,False,2003,63,0.643,99.973,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Beyoncé,Naughty Girl,208600,False,2003,63,0.643,99.973,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Linkin Park,Numb,185586,False,2003,81,0.243,110.018,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Linkin Park,Numb,185586,False,2003,81,0.243,110.018,metal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14
Lloyd Banks,On Fire,187280,True,2004,61,0.429,94.857,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Lloyd Banks,On Fire,187280,True,2004,61,0.429,94.857,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Akon,Locked Up,235066,True,2004,16,0.354,89.987,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
D12,My Band,298773,True,2004,73,0.844,120.014,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
D12,My Band,298773,True,2004,73,0.844,120.014,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
D12,My Band,298773,True,2004,73,0.844,120.014,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Jay Sean,Eyes On You - Radio Mix,190493,False,2004,42,0.619,96.525,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Jay Sean,Eyes On You - Radio Mix,190493,False,2004,42,0.619,96.525,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Jay Sean,Eyes On You - Radio Mix,190493,False,2004,42,0.619,96.525,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,257333,False,2016,66,0.4,97.007,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Destiny's Child,Lose My Breath,242013,False,2004,61,0.545,119.011,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Destiny's Child,Lose My Breath,242013,False,2004,61,0.545,119.011,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Eric Prydz,Call on Me - Radio Mix,171360,False,2004,72,0.447,126.342,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Eric Prydz,Call on Me - Radio Mix,171360,False,2004,72,0.447,126.342,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Ciara,Goodies (feat. Petey Pablo),223000,False,2004,67,0.872,102.017,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Ciara,Goodies (feat. Petey Pablo),223000,False,2004,67,0.872,102.017,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Kelis,Trick Me,206106,True,2003,63,0.962,107.17,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kelis,Trick Me,206106,True,2003,63,0.962,107.17,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Kelis,Trick Me,206106,True,2003,63,0.962,107.17,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
LL Cool J,Headsprung,267320,False,2004,56,0.465,99.916,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
LL Cool J,Headsprung,267320,False,2004,56,0.465,99.916,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
LL Cool J,Headsprung,267320,False,2004,56,0.465,99.916,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Spiderbait,Black Betty - Edit,205973,False,2004,63,0.35,124.047,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
George Michael,Amazing,265826,False,2004,57,0.88,128.429,set(),False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
Britney Spears,My Prerogative,213893,False,2004,53,0.619,111.014,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Nina Sky,Move Ya Body,232000,False,2004,67,0.877,121.057,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Nina Sky,Move Ya Body,232000,False,2004,67,0.877,121.057,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Petey Pablo,Freek-A-Leek,235186,True,2003,56,0.662,104.917,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Petey Pablo,Freek-A-Leek,235186,True,2003,56,0.662,104.917,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
JAY-Z,Dirt Off Your Shoulder,245173,True,2003,53,0.645,163.971,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Juanes,La Camisa Negra,216706,False,2004,70,0.973,97.007,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Juanes,La Camisa Negra,216706,False,2004,70,0.973,97.007,latin,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7
Avril Lavigne,Nobody's Home,212413,False,2004,61,0.177,185.406,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Robbie Williams,Radio,233600,False,2004,33,0.846,130.015,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Robbie Williams,Radio,233600,False,2004,33,0.846,130.015,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Black Eyed Peas,Hey Mama,214893,True,2003,49,0.933,100.15,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Black Eyed Peas,Hey Mama,214893,True,2003,49,0.933,100.15,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Ying Yang Twins,Salt Shaker,252440,True,2003,61,0.322,101.965,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Ying Yang Twins,Salt Shaker,252440,True,2003,61,0.322,101.965,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Enrique Iglesias,Not In Love - Radio Mix,223133,False,2003,37,0.886,117.021,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Enrique Iglesias,Not In Love - Radio Mix,223133,False,2003,37,0.886,117.021,latin,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7
Kelis,Milkshake,182626,False,2003,68,0.759,112.968,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kelis,Milkshake,182626,False,2003,68,0.759,112.968,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Kelis,Milkshake,182626,False,2003,68,0.759,112.968,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Linkin Park,Breaking the Habit,196906,False,2003,68,0.581,100.021,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Linkin Park,Breaking the Habit,196906,False,2003,68,0.581,100.021,metal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14
JoJo,Leave (Get Out) - Radio Edit,242746,False,2005,49,0.464,86.891,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
JoJo,Leave (Get Out) - Radio Edit,242746,False,2005,49,0.464,86.891,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
JoJo,Leave (Get Out) - Radio Edit,242746,False,2005,49,0.464,86.891,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Christina Milian,Dip It Low,197186,False,2004,45,0.612,169.131,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Christina Milian,Dip It Low,197186,False,2004,45,0.612,169.131,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Christina Milian,Dip It Low,197186,False,2004,45,0.612,169.131,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Avant,Read Your Mind,263506,False,2003,56,0.695,73.108,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Avant,Read Your Mind,263506,False,2003,56,0.695,73.108,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Eminem,Just Lose It,248680,True,2004,67,0.962,121.003,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Snoop Dogg,Drop It Like It's Hot,266066,True,2004,39,0.676,92.063,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Snoop Dogg,Drop It Like It's Hot,266066,True,2004,39,0.676,92.063,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Sean Paul,I'm Still in Love with You (feat. Sasha),273360,False,2002,68,0.756,87.002,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Sean Paul,I'm Still in Love with You (feat. Sasha),273360,False,2002,68,0.756,87.002,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
The Shapeshifters,Lola's Theme - Radio Edit,207066,False,2004,65,0.659,123.925,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
D12,How Come,249533,True,2004,57,0.547,89.983,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
D12,How Come,249533,True,2004,57,0.547,89.983,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
D12,How Come,249533,True,2004,57,0.547,89.983,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Basement Jaxx,Good Luck,282306,False,2003,1,0.313,154.07,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Basement Jaxx,Good Luck,282306,False,2003,1,0.313,154.07,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Kevin Lyttle,Turn Me On,192106,False,2004,67,0.875,106.279,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Chingy,One Call Away,276800,False,2003,61,0.962,162.519,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Chingy,One Call Away,276800,False,2003,61,0.962,162.519,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Chingy,One Call Away,276800,False,2003,61,0.962,162.519,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
T.I.,Bring Em Out,216706,True,2004,63,0.587,98.579,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
T.I.,Bring Em Out,216706,True,2004,63,0.587,98.579,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
DJ Casper,Cha Cha Slide - Hardino Mix,222146,False,2004,51,0.802,131.012,set(),False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
Kylie Minogue,I Believe in You,200973,False,2004,47,0.418,120.939,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kylie Minogue,I Believe in You,200973,False,2004,47,0.418,120.939,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Twista,Overnight Celebrity,233360,True,2004,66,0.777,134.199,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Twista,Overnight Celebrity,233360,True,2004,66,0.777,134.199,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Twista,Overnight Celebrity,233360,True,2004,66,0.777,134.199,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
N.E.R.D,She Wants To Move,213786,False,2004,57,0.8,115.012,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Britney Spears,Everytime,230306,False,2003,63,0.114,109.599,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
U2,Vertigo,193520,False,2004,64,0.632,140.083,World/Traditional,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
U2,Vertigo,193520,False,2004,64,0.632,140.083,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Franz Ferdinand,Take Me Out,237026,False,2004,77,0.527,104.561,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
J-Kwon,Tipsy - Club Mix,247106,True,2001,59,0.654,93.04,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
J-Kwon,Tipsy - Club Mix,247106,True,2001,59,0.654,93.04,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
G-Unit,Wanna Get To Know You,265026,True,2003,61,0.889,76.91,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
G-Unit,Wanna Get To Know You,265026,True,2003,61,0.889,76.91,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Lil' Flip,Sunshine (feat. Lea),225173,True,2004,42,0.792,93.961,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Lil' Flip,Sunshine (feat. Lea),225173,True,2004,42,0.792,93.961,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kanye West,Jesus Walks,193733,True,2004,73,0.715,87.312,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Evanescence,My Immortal,262533,False,2003,72,0.101,79.012,metal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14
Nelly,My Place,336506,True,2004,57,0.642,163.153,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Nelly,My Place,336506,True,2004,57,0.642,163.153,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Nelly,My Place,336506,True,2004,57,0.642,163.153,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Lemar,If There's Any Justice,229080,False,2004,46,0.639,89.993,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Avril Lavigne,Don't Tell Me,202013,False,2004,58,0.484,144.106,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Twista,Slow Jamz,316053,True,2004,72,0.611,145.115,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Twista,Slow Jamz,316053,True,2004,72,0.611,145.115,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Twista,Slow Jamz,316053,True,2004,72,0.611,145.115,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Green Day,American Idiot,176346,True,2004,77,0.769,186.113,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Kelis,Millionaire,224933,False,2003,57,0.75,176.051,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kelis,Millionaire,224933,False,2003,57,0.75,176.051,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Kelis,Millionaire,224933,False,2003,57,0.75,176.051,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Scissor Sisters,Comfortably Numb,266040,False,2004,43,0.788,116.972,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Scissor Sisters,Comfortably Numb,266040,False,2004,43,0.788,116.972,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Scissor Sisters,Comfortably Numb,266040,False,2004,43,0.788,116.972,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),284160,False,2003,55,0.279,127.932,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),284160,False,2003,55,0.279,127.932,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Kanye West,Through The Wire,221226,True,2004,76,0.66,83.089,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Special D.,Come With Me - Radio Edit,185133,False,2004,61,0.501,139.982,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Ludacris,Splash Waterfalls,290760,True,2003,48,0.702,145.894,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Ludacris,Splash Waterfalls,290760,True,2003,48,0.702,145.894,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Avril Lavigne,My Happy Ending,242413,True,2004,68,0.74,170.229,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Eamon,Fuck It (I Don't Want You Back),225106,True,2004,64,0.575,68.507,set(),False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
Beyoncé,"Me, Myself and I",301133,False,2003,62,0.536,83.61,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Beyoncé,"Me, Myself and I",301133,False,2003,62,0.536,83.61,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
3 Doors Down,Here Without You,238733,False,2002,74,0.233,143.994,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
3 Doors Down,Here Without You,238733,False,2002,74,0.233,143.994,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
3 Doors Down,Here Without You,238733,False,2002,74,0.233,143.994,metal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14
Kanye West,All Falls Down,223506,True,2004,80,0.434,91.03,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Twista,Sunshine (feat. Anthony Hamilton),226013,True,2004,56,0.819,98.523,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Twista,Sunshine (feat. Anthony Hamilton),226013,True,2004,56,0.819,98.523,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Twista,Sunshine (feat. Anthony Hamilton),226013,True,2004,56,0.819,98.523,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Katie Melua,The Closest Thing to Crazy,252466,False,2003,55,0.106,127.831,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Katie Melua,The Closest Thing to Crazy,252466,False,2003,55,0.106,127.831,easy listening,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10
Katie Melua,The Closest Thing to Crazy,252466,False,2003,55,0.106,127.831,jazz,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
Usher,My Boo,223440,False,2004,76,0.676,86.412,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Usher,My Boo,223440,False,2004,76,0.676,86.412,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Usher,My Boo,223440,False,2004,76,0.676,86.412,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Lloyd,Southside,277840,False,2004,59,0.448,75.007,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Lloyd,Southside,277840,False,2004,59,0.448,75.007,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Lloyd,Southside,277840,False,2004,59,0.448,75.007,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,171546,False,2004,59,0.667,128.658,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
The Streets,Fit but You Know It,254266,True,2004,58,0.895,172.302,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
The Streets,Fit but You Know It,254266,True,2004,58,0.895,172.302,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
