artist,song,duration_ms,explicit,year,popularity,valence,tempo,genre,genre_Folk/Acoustic,genre_R&B,genre_World/Traditional,genre_blues,genre_classical,genre_country,genre_easy listening,genre_hip hop,genre_jazz,genre_latin,genre_metal,genre_pop,genre_rock,genre_set(),genre_ordinal
Lady A,Just A Kiss,218840,False,2011,63,0.332,142.881,country,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3
Hot Chelle Rae,Tonight Tonight,200466,False,2011,73,0.814,99.978,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Hot Chelle Rae,Tonight Tonight,200466,False,2011,73,0.814,99.978,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Hot Chelle Rae,Tonight Tonight,200466,False,2011,73,0.814,99.978,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Grouplove,Tongue Tied,218013,False,2011,79,0.371,112.96,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Grouplove,Tongue Tied,218013,False,2011,79,0.371,112.96,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Grouplove,Tongue Tied,218013,False,2011,79,0.371,112.96,Folk/Acoustic,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9
Coldplay,Every Teardrop Is a Waterfall,240796,False,2011,69,0.333,117.98,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Coldplay,Every Teardrop Is a Waterfall,240796,False,2011,69,0.333,117.98,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Beyoncé,Best Thing I Never Had,253746,False,2011,69,0.297,99.099,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Beyoncé,Best Thing I Never Had,253746,False,2011,69,0.297,99.099,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
P!nk,Raise Your Glass,202960,True,2010,76,0.624,122.019,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Christina Perri,Jar of Hearts,246587,False,2011,72,0.0886,74.541,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Bruno Mars,Marry You,230192,False,2010,75,0.452,144.905,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Lil Wayne,How To Love,240306,False,2011,1,0.272,153.992,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Lil Wayne,How To Love,240306,False,2011,1,0.272,153.992,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Charlene Soraia,Wherever You Will Go,197577,False,2011,60,0.128,111.202,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Christina Perri,A Thousand Years,285120,False,2011,70,0.161,139.028,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Carly Rae Jepsen,Call Me Maybe,193400,False,2012,78,0.66,120.021,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Carly Rae Jepsen,Call Me Maybe,193400,False,2012,78,0.66,120.021,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
fun.,We Are Young (feat. Janelle Monáe),250626,False,2012,76,0.735,184.086,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
fun.,We Are Young (feat. Janelle Monáe),250626,False,2012,76,0.735,184.086,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Sean Paul,She Doesn't Mind,227786,False,2012,70,0.622,120.015,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Sean Paul,She Doesn't Mind,227786,False,2012,70,0.622,120.015,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Pitbull,International Love (feat. Chris Brown),227280,False,2011,74,0.648,120.05,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Pitbull,International Love (feat. Chris Brown),227280,False,2011,74,0.648,120.05,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Pitbull,International Love (feat. Chris Brown),227280,False,2011,74,0.648,120.05,latin,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7
DEV,In The Dark,226226,False,2012,52,0.443,124.954,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
DEV,In The Dark,226226,False,2012,52,0.443,124.954,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Adele,Skyfall,286480,False,2012,74,0.0789,75.881,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Adele,Skyfall,286480,False,2012,74,0.0789,75.881,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
David Guetta,Turn Me On (feat. Nicki Minaj),199680,False,2012,65,0.412,127.96,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
David Guetta,Turn Me On (feat. Nicki Minaj),199680,False,2012,65,0.412,127.96,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
David Guetta,Turn Me On (feat. Nicki Minaj),199680,False,2012,65,0.412,127.96,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Rihanna,Where Have You Been,242680,False,2011,71,0.444,127.963,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Rihanna,Where Have You Been,242680,False,2011,71,0.444,127.963,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Rihanna,Where Have You Been,242680,False,2011,71,0.444,127.963,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
JAY-Z,Ni**as In Paris,219333,True,2011,82,0.775,140.022,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Maroon 5,One More Night,219546,False,2012,74,0.618,92.997,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Skrillex,Bangarang (feat. Sirah),215253,True,2011,70,0.576,110.026,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Skrillex,Bangarang (feat. Sirah),215253,True,2011,70,0.576,110.026,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Skrillex,Bangarang (feat. Sirah),215253,True,2011,70,0.576,110.026,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
The Wanted,Chasing The Sun,198800,False,2012,69,0.68,128.108,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
The Wanted,Chasing The Sun,198800,False,2012,69,0.68,128.108,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Flo Rida,Whistle,224653,False,2012,77,0.739,103.976,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Flo Rida,Whistle,224653,False,2012,77,0.739,103.976,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
will.i.am,This Is Love,279026,False,2013,62,0.282,128.954,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
will.i.am,This Is Love,279026,False,2013,62,0.282,128.954,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,False,2012,66,0.393,129.973,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,False,2012,66,0.393,129.973,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,False,2012,66,0.393,129.973,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Nicki Minaj,Pound The Alarm,205640,True,2012,64,0.591,125.055,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Nicki Minaj,Pound The Alarm,205640,True,2012,64,0.591,125.055,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,True,2012,63,0.26,74.132,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
MARINA,Primadonna,221075,False,2012,78,0.427,127.98,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
MARINA,Primadonna,221075,False,2012,78,0.427,127.98,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Kanye West,Mercy,329320,True,2012,73,0.426,139.993,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,False,2012,58,0.476,175.017,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,False,2012,58,0.476,175.017,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
PSY,Gangnam Style (강남스타일),219493,False,2012,72,0.749,132.067,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kesha,Die Young,211920,False,2012,78,0.801,128.001,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kesha,Die Young,211920,False,2012,78,0.801,128.001,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Usher,Scream,234693,False,2012,66,0.569,127.992,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Usher,Scream,234693,False,2012,66,0.569,127.992,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Usher,Scream,234693,False,2012,66,0.569,127.992,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Olly Murs,Troublemaker (feat. Flo Rida),185586,False,2012,1,0.965,106.008,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Olly Murs,Troublemaker (feat. Flo Rida),185586,False,2012,1,0.965,106.008,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Linkin Park,BURN IT DOWN,230253,False,2012,73,0.585,110.006,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Linkin Park,BURN IT DOWN,230253,False,2012,73,0.585,110.006,metal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14
Bruno Mars,Locked out of Heaven,233478,False,2012,85,0.867,143.994,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Avicii,Levels - Radio Edit,199906,False,2011,77,0.464,126.04,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Avicii,Levels - Radio Edit,199906,False,2011,77,0.464,126.04,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Flo Rida,Good Feeling,248133,False,2012,76,0.684,128.011,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Flo Rida,Good Feeling,248133,False,2012,76,0.684,128.011,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Rihanna,Diamonds,225146,False,2012,75,0.393,91.972,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Rihanna,Diamonds,225146,False,2012,75,0.393,91.972,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Rihanna,Diamonds,225146,False,2012,75,0.393,91.972,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Wiz Khalifa,"Work Hard, Play Hard",219026,True,2012,62,0.485,140.008,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Wiz Khalifa,"Work Hard, Play Hard",219026,True,2012,62,0.485,140.008,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Katy Perry,Part Of Me,216160,False,2012,73,0.769,130.028,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Nicki Minaj,Starships,210626,True,2012,75,0.751,125.008,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Nicki Minaj,Starships,210626,True,2012,75,0.751,125.008,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kendrick Lamar,m.A.A.d city,350120,True,2012,67,0.217,91.048,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,False,2012,1,0.559,119.012,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,False,2011,68,0.588,126.092,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,False,2011,68,0.588,126.092,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,False,2011,68,0.588,126.092,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Azealia Banks,212,204956,True,2014,1,0.626,126.017,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Azealia Banks,212,204956,True,2014,1,0.626,126.017,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Azealia Banks,212,204956,True,2014,1,0.626,126.017,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Maroon 5,Payphone,231173,True,2012,82,0.545,110.015,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
James Arthur,Impossible,209440,False,2013,75,0.302,169.533,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Michel Teló,Ai Se Eu Te Pego - Live,166866,False,2012,1,0.85,96.055,country,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3
Michel Teló,Ai Se Eu Te Pego - Live,166866,False,2012,1,0.85,96.055,latin,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7
Otto Knows,Million Voices - Radio Edit,192866,False,2012,1,0.0694,125.946,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Otto Knows,Million Voices - Radio Edit,192866,False,2012,1,0.0694,125.946,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Icona Pop,I Love It,156773,True,2012,51,0.86,125.953,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Icona Pop,I Love It,156773,True,2012,51,0.86,125.953,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Tyga,Rack City,203200,True,2012,61,0.273,98.986,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Tyga,Rack City,203200,True,2012,61,0.273,98.986,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Calvin Harris,Feel So Close - Radio Edit,206413,False,2012,79,0.919,127.937,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Calvin Harris,Feel So Close - Radio Edit,206413,False,2012,79,0.919,127.937,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Calvin Harris,Feel So Close - Radio Edit,206413,False,2012,79,0.919,127.937,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Jennifer Lopez,Dance Again,237266,False,2012,1,0.716,127.974,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Jennifer Lopez,Dance Again,237266,False,2012,1,0.716,127.974,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Jennifer Lopez,Dance Again,237266,False,2012,1,0.716,127.974,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Grimes,Oblivion,251266,False,2012,1,0.486,155.974,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Grimes,Oblivion,251266,False,2012,1,0.486,155.974,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Grimes,Oblivion,251266,False,2012,1,0.486,155.974,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Adele,Rumour Has It,223266,False,2011,1,0.574,120.052,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Adele,Rumour Has It,223266,False,2011,1,0.574,120.052,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Chris Brown,Turn Up the Music,227973,False,2012,64,0.643,129.925,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Chris Brown,Turn Up the Music,227973,False,2012,64,0.643,129.925,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Chris Brown,Turn Up the Music,227973,False,2012,64,0.643,129.925,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Frank Ocean,Lost,234093,True,2012,64,0.497,123.061,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Frank Ocean,Lost,234093,True,2012,64,0.497,123.061,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Frank Ocean,Lost,234093,True,2012,64,0.497,123.061,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Calvin Harris,Let's Go (feat. Ne-Yo),232800,False,2012,66,0.875,128.016,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Calvin Harris,Let's Go (feat. Ne-Yo),232800,False,2012,66,0.875,128.016,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Calvin Harris,Let's Go (feat. Ne-Yo),232800,False,2012,66,0.875,128.016,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
The Script,Hall of Fame (feat. will.i.am),202533,False,2012,78,0.629,84.786,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
The Script,Hall of Fame (feat. will.i.am),202533,False,2012,78,0.629,84.786,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,False,2012,76,0.438,129.042,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,False,2012,76,0.438,129.042,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
MARINA,How to Be a Heartbreaker,221493,False,2012,50,0.849,140.05,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
MARINA,How to Be a Heartbreaker,221493,False,2012,50,0.849,140.05,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Justin Bieber,Boyfriend,171333,False,2012,63,0.331,96.979,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
David Guetta,Titanium (feat. Sia),245040,False,2012,79,0.301,126.062,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
David Guetta,Titanium (feat. Sia),245040,False,2012,79,0.301,126.062,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
David Guetta,Titanium (feat. Sia),245040,False,2012,79,0.301,126.062,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Jessie J,Domino,231840,False,2011,74,0.781,126.986,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Jessie J,Domino,231840,False,2011,74,0.781,126.986,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Taylor Swift,I Knew You Were Trouble.,219720,False,2012,59,0.679,77.019,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,True,2012,61,0.179,127.839,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,True,2012,61,0.179,127.839,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
P!nk,Try,247906,False,2012,76,0.552,103.998,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Robbie Williams,Candy,201053,False,2012,68,0.879,116.043,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Robbie Williams,Candy,201053,False,2012,68,0.879,116.043,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333,True,2011,77,0.531,95.078,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333,True,2011,77,0.531,95.078,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Justin Bieber,As Long As You Love Me,229466,False,2012,67,0.613,139.691,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,False,2012,46,0.358,72.022,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,False,2012,46,0.358,72.022,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,False,2012,46,0.358,72.022,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Alex Clare,Too Close,256613,False,2011,60,0.271,126.027,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Tyga,Faded,206666,True,2012,58,0.339,95.073,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Tyga,Faded,206666,True,2012,58,0.339,95.073,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Alesso,Years - ラジオ・エディット,195480,False,2012,1,0.323,128.008,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Alesso,Years - ラジオ・エディット,195480,False,2012,1,0.323,128.008,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,False,2012,1,0.508,83.993,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Katy Perry,The One That Got Away,227333,False,2012,72,0.864,133.962,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Avicii,Silhouettes - Original Radio Edit,211880,False,2012,53,0.836,128.074,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Avicii,Silhouettes - Original Radio Edit,211880,False,2012,53,0.836,128.074,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Gotye,Somebody That I Used To Know,244884,False,2011,57,0.674,129.054,set(),False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
Flo Rida,Wild Ones (feat. Sia),232946,False,2012,77,0.437,127.075,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Flo Rida,Wild Ones (feat. Sia),232946,False,2012,77,0.437,127.075,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
One Direction,What Makes You Beautiful,199986,False,2012,82,0.888,124.99,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Lana Del Rey,Born To Die,286253,False,2012,53,0.39,75.223,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kesha,C'Mon,214333,False,2012,1,0.286,126.025,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kesha,C'Mon,214333,False,2012,1,0.286,126.025,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Owl City,Good Time,205933,False,2012,77,0.682,126.05,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Owl City,Good Time,205933,False,2012,77,0.682,126.05,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Calvin Harris,We'll Be Coming Back (feat. Example),234360,False,2012,62,0.571,127.945,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Calvin Harris,We'll Be Coming Back (feat. Example),234360,False,2012,62,0.571,127.945,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Calvin Harris,We'll Be Coming Back (feat. Example),234360,False,2012,62,0.571,127.945,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Emeli Sandé,"Read All About It, Pt. III",283706,False,2012,65,0.343,98.082,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Emeli Sandé,"Read All About It, Pt. III",283706,False,2012,65,0.343,98.082,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Ellie Goulding,Lights - Single Version,210853,False,2010,63,0.78,120.008,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Ellie Goulding,Lights - Single Version,210853,False,2010,63,0.78,120.008,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Ellie Goulding,Lights - Single Version,210853,False,2010,63,0.78,120.008,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Train,Drive By,195973,False,2012,77,0.721,122.028,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Disclosure,Latch,255631,False,2013,74,0.521,121.985,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Disclosure,Latch,255631,False,2013,74,0.521,121.985,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Coldplay,Princess of China,239215,False,2011,66,0.237,85.014,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Coldplay,Princess of China,239215,False,2011,66,0.237,85.014,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
One Direction,Live While We're Young,200186,False,2012,1,0.936,126.015,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,True,2011,61,0.646,130.034,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,True,2011,61,0.646,130.034,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Carrie Underwood,Blown Away,240133,False,2012,63,0.392,136.991,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Carrie Underwood,Blown Away,240133,False,2012,63,0.392,136.991,country,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3
alt-J,Breezeblocks,227080,False,2012,71,0.286,150.071,rock,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Chris Brown,Don't Wake Me Up,222306,False,2012,62,0.206,127.967,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Chris Brown,Don't Wake Me Up,222306,False,2012,62,0.206,127.967,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Chris Brown,Don't Wake Me Up,222306,False,2012,62,0.206,127.967,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,False,2011,74,0.684,116.044,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,False,2011,74,0.684,116.044,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Drake,The Motto,181573,True,2011,74,0.39,201.8,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Drake,The Motto,181573,True,2011,74,0.39,201.8,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Drake,The Motto,181573,True,2011,74,0.39,201.8,R&B,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
Katy Perry,Wide Awake,220946,False,2012,65,0.575,159.814,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Rita Ora,How We Do (Party),247026,True,2012,48,0.689,116.024,hip hop,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11
Rita Ora,How We Do (Party),247026,True,2012,48,0.689,116.024,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Rita Ora,How We Do (Party),247026,True,2012,48,0.689,116.024,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Rudimental,Feel the Love (feat. John Newman),245186,False,2013,64,0.238,179.911,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Rudimental,Feel the Love (feat. John Newman),245186,False,2013,64,0.238,179.911,Dance/Electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Lana Del Rey,Ride,289080,True,2012,66,0.189,93.763,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,False,2012,69,0.248,124.91,pop,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8
